Lemma,Sense,SuperSense,POS_Tag,Definition,Head,HeadAmod,Gender,Examples
preacher,preacher.n.01,noun.person,n,someone whose occupation is preaching the gospel,someone,,,[]
preacher_man,preacher.n.01,noun.person,n,someone whose occupation is preaching the gospel,someone,,,[]
prebendary,prebendary.n.01,noun.person,n,a canon who receives a prebend for serving the church,canon,,,[]
precentor,choirmaster.n.01,noun.person,n,the musical director of a choir,director,,,[]
preceptor,preceptor.n.01,noun.person,n,teacher at a university or college (especially at Cambridge or Oxford),teacher,,,[]
precursor,precursor.n.02,noun.person,n,a person who goes before or announces the coming of another,person,,,[]
predator,marauder.n.01,noun.person,n,someone who attacks in search of booty,someone,,,[]
predecessor,predecessor.n.01,noun.person,n,one who precedes you in time (as in holding a position or office),one,,,[]
predestinationist,fatalist.n.01,noun.person,n,anyone who submits to the belief that they are powerless to change their destiny,anyone,,,[]
predictor,forecaster.n.01,noun.person,n,someone who makes predictions of the future (usually on the basis of special knowledge),someone,,,[]
preemie,premature_baby.n.01,noun.person,n,an infant that is born prior to 37 weeks of gestation,infant,,,[]
preemptor,preemptor.n.01,noun.person,n,someone who acquires land by preemption,someone,,,[]
preemptor,preemptor.n.02,noun.person,n,a bidder in bridge who makes a preemptive bid,bidder,,,[]
prefect,prefect.n.01,noun.person,n,a chief officer or chief magistrate,officer,,,['the prefect of Paris police']
prelate,archpriest.n.01,noun.person,n,a senior clergyman and dignitary,clergyman,,,[]
premature_baby,premature_baby.n.01,noun.person,n,an infant that is born prior to 37 weeks of gestation,infant,,,[]
premature_infant,premature_baby.n.01,noun.person,n,an infant that is born prior to 37 weeks of gestation,infant,,,[]
premie,premature_baby.n.01,noun.person,n,an infant that is born prior to 37 weeks of gestation,infant,,,[]
prentice,apprentice.n.01,noun.person,n,works for an expert to learn a trade,works,,,[]
pres_young,young.n.05,noun.person,n,United States jazz tenor saxophonist (1909-1959),saxophonist,,,[]
presbyope,presbyope.n.01,noun.person,n,a person with presbyopia; someone who is farsighted resulting from the progressive loss with aging of the elasticity of the crystalline lens,person,,,[]
presbyter,presbyter.n.01,noun.person,n,an elder in the Presbyterian Church,elder,,,[]
presbyterian,presbyterian.n.01,noun.person,n,a follower of Calvinism as taught in the Presbyterian Church,follower,,,[]
preschooler,preschooler.n.01,noun.person,n,a child who attends a preschool or kindergarten,child,,,[]
presence,presence.n.03,noun.person,n,an invisible spiritual being felt to be nearby,felt,,,[]
presenter,presenter.n.01,noun.person,n,someone who presents a message of some sort (as a petition or an address or a check or a memorial etc.),someone,,,[]
presenter,presenter.n.02,noun.person,n,an advocate who presents a person (as for an award or a degree or an introduction etc.),advocate,,,[]
presenter,donor.n.01,noun.person,n,person who makes a gift of property,person,,,[]
presentist,presentist.n.01,noun.person,n,a theologian who believes that the Scripture prophecies of the Apocalypse (the Book of Revelation) are being fulfilled at the present time,theologian,,,[]
preservationist,preservationist.n.01,noun.person,n,someone who advocates the preservation of historical sites or endangered species or natural areas,someone,,,[]
preserver,refinisher.n.01,noun.person,n,a skilled worker who is employed to restore or refinish buildings or antique furniture,worker,,,[]
preserver,preserver.n.02,noun.person,n,a cook who preserves fruits or meat,cook,,,[]
preserver,preserver.n.03,noun.person,n,someone who keeps safe from harm or danger,someone,,,[]
president,president.n.01,noun.person,n,an executive officer of a firm or corporation,officer,,,[]
president,president_of_the_united_states.n.01,noun.person,n,the person who holds the office of head of state of the United States government,person,,,['the President likes to jog every morning']
president,president.n.03,noun.person,n,the chief executive of a republic,executive,,,[]
president,president.n.04,noun.person,n,the officer who presides at the meetings of an organization,officer,,,['address your remarks to the chairperson']
president,president.n.05,noun.person,n,the head administrative officer of a college or university,officer,,,[]
president_abraham_lincoln,lincoln.n.01,noun.person,n,16th President of the United States; saved the Union during the American Civil War and emancipated the slaves; was assassinated by Booth (1809-1865),President,,,[]
president_adams,adams.n.02,noun.person,n,6th President of the United States; son of John Adams (1767-1848),President,,,[]
president_adams,adams.n.03,noun.person,n,2nd President of the United States (1735-1826),President,,,[]
president_andrew_johnson,johnson.n.03,noun.person,n,17th President of the United States; was elected vice president and succeeded Lincoln when Lincoln was assassinated; was impeached but acquitted by one vote (1808-1875),elected,,,[]
president_arthur,arthur.n.01,noun.person,n,elected vice president and became 21st President of the United States when Garfield was assassinated (1830-1886),president,,,[]
president_benjamin_harrison,harrison.n.03,noun.person,n,23rd President of the United States (1833-1901),President,,,[]
president_buchanan,buchanan.n.01,noun.person,n,15th President of the United States (1791-1868),President,,,[]
president_bush,bush.n.04,noun.person,n,43rd President of the United States; son of George Herbert Walker Bush (born in 1946),President,,,[]
president_bush,bush.n.06,noun.person,n,vice president under Reagan and 41st President of the United States (born in 1924),president,,,[]
president_carter,carter.n.02,noun.person,n,39th President of the United States (1924-),President,,,[]
president_cleveland,cleveland.n.02,noun.person,n,22nd and 24th President of the United States (1837-1908),22nd,,,[]
president_clinton,clinton.n.02,noun.person,n,42nd President of the United States (1946-),President,,,[]
president_coolidge,coolidge.n.01,noun.person,n,elected vice president and succeeded as 30th President of the United States when Harding died in 1923 (1872-1933),president,,,[]
president_eisenhower,eisenhower.n.01,noun.person,n,United States general who supervised the invasion of Normandy and the defeat of Nazi Germany; 34th President of the United States (1890-1961),general,,,[]
president_fillmore,fillmore.n.01,noun.person,n,elected vice president and became the 13th President of the United States when Zachary Taylor died in office (1800-1874),president,,,[]
president_ford,ford.n.05,noun.person,n,38th President of the United States; appointed vice president and succeeded Nixon when Nixon resigned (1913-),President,,,[]
president_franklin_roosevelt,roosevelt.n.01,noun.person,n,32nd President of the United States; elected four times; instituted New Deal to counter the Great Depression and led country during World War II (1882-1945),President,,,[]
president_garfield,garfield.n.01,noun.person,n,20th President of the United States; assassinated by a frustrated office-seeker (1831-1881),President,,,[]
president_george_w._bush,bush.n.04,noun.person,n,43rd President of the United States; son of George Herbert Walker Bush (born in 1946),President,,,[]
president_grant,grant.n.06,noun.person,n,18th President of the United States; commander of the Union armies in the American Civil War (1822-1885),President,,,[]
president_harding,harding.n.01,noun.person,n,29th President of the United States; two of his appointees were involved in the Teapot Dome scandal (1865-1823),President,,,[]
president_harrison,harrison.n.03,noun.person,n,23rd President of the United States (1833-1901),President,,,[]
president_harrison,harrison.n.04,noun.person,n,9th President of the United States; caught pneumonia during his inauguration and died shortly after (1773-1841),President,,,[]
president_hayes,hayes.n.02,noun.person,n,19th President of the United States; his administration removed federal troops from the South and so ended the Reconstruction Period (1822-1893),President,,,[]
president_hoover,hoover.n.03,noun.person,n,31st President of the United States; in 1929 the stock market crashed and the economy collapsed and Hoover was defeated for reelection by Franklin Roosevelt (1874-1964),President,,,[]
president_jefferson,jefferson.n.01,noun.person,n,3rd President of the United States; chief drafter of the Declaration of Independence; made the Louisiana Purchase in 1803 and sent out the Lewis and Clark Expedition to explore it (1743-1826),made,,,[]
president_john_adams,adams.n.03,noun.person,n,2nd President of the United States (1735-1826),President,,,[]
president_john_f._kennedy,kennedy.n.01,noun.person,n,35th President of the United States; established the Peace Corps; assassinated in Dallas (1917-1963),President,,,[]
president_john_quincy_adams,adams.n.02,noun.person,n,6th President of the United States; son of John Adams (1767-1848),President,,,[]
president_johnson,johnson.n.02,noun.person,n,36th President of the United States; was elected vice president and succeeded Kennedy when Kennedy was assassinated (1908-1973),elected,,,[]
president_johnson,johnson.n.03,noun.person,n,17th President of the United States; was elected vice president and succeeded Lincoln when Lincoln was assassinated; was impeached but acquitted by one vote (1808-1875),elected,,,[]
president_kennedy,kennedy.n.01,noun.person,n,35th President of the United States; established the Peace Corps; assassinated in Dallas (1917-1963),President,,,[]
president_lincoln,lincoln.n.01,noun.person,n,16th President of the United States; saved the Union during the American Civil War and emancipated the slaves; was assassinated by Booth (1809-1865),President,,,[]
president_lyndon_johnson,johnson.n.02,noun.person,n,36th President of the United States; was elected vice president and succeeded Kennedy when Kennedy was assassinated (1908-1973),elected,,,[]
president_madison,madison.n.01,noun.person,n,4th President of the United States; member of the Continental Congress and rapporteur at the Constitutional Convention in 1776; helped frame the Bill of Rights (1751-1836),frame,,,[]
president_mckinley,mckinley.n.01,noun.person,n,25th President of the United States; was assassinated by an anarchist (1843-1901),assassinated,,,[]
president_monroe,monroe.n.02,noun.person,n,5th President of the United States; author of the Monroe Doctrine (1758-1831),President,,,[]
president_nixon,nixon.n.01,noun.person,n,vice president under Eisenhower and 37th President of the United States; resigned after the Watergate scandal in 1974 (1913-1994),president,,,[]
president_of_the_united_states,president_of_the_united_states.n.01,noun.person,n,the person who holds the office of head of state of the United States government,person,,,['the President likes to jog every morning']
president_pierce,pierce.n.01,noun.person,n,14th President of the United States (1804-1869),President,,,[]
president_polk,polk.n.01,noun.person,n,11th President of the United States; his expansionism led to the Mexican War and the annexation of California and much of the southwest (1795-1849),President,,,[]
president_reagan,reagan.n.01,noun.person,n,40th President of the United States (1911-2004),President,,,[]
president_roosevelt,roosevelt.n.01,noun.person,n,32nd President of the United States; elected four times; instituted New Deal to counter the Great Depression and led country during World War II (1882-1945),President,,,[]
president_roosevelt,roosevelt.n.03,noun.person,n,26th President of the United States; hero of the Spanish-American War; Panama Canal was built during his administration;  (1858-1919),President,,,"[""Theodore Roosevelt said `Speak softly but carry a big stick'""]"
president_taft,taft.n.02,noun.person,n,27th President of the United States and later chief justice of the United States Supreme Court (1857-1930),President,,,[]
president_taylor,taylor.n.03,noun.person,n,12th President of the United States; died in office (1784-1850),President,,,[]
president_theodore_roosevelt,roosevelt.n.03,noun.person,n,26th President of the United States; hero of the Spanish-American War; Panama Canal was built during his administration;  (1858-1919),President,,,"[""Theodore Roosevelt said `Speak softly but carry a big stick'""]"
president_truman,truman.n.01,noun.person,n,elected vice president in Roosevelt's 4th term; became 33rd President of the United States on Roosevelt's death in 1945 and was elected President in 1948; authorized the use of atomic bombs against Japan (1884-1972),became,,,[]
president_tyler,tyler.n.01,noun.person,n,elected vice president and became the 10th President of the United States when Harrison died (1790-1862),became,,,[]
president_van_buren,van_buren.n.01,noun.person,n,8th President of the United States (1782-1862),President,,,[]
president_washington,washington.n.04,noun.person,n,1st President of the United States; commander-in-chief of the Continental Army during the American Revolution (1732-1799),President,,,[]
president_william_henry_harrison,harrison.n.04,noun.person,n,9th President of the United States; caught pneumonia during his inauguration and died shortly after (1773-1841),President,,,[]
president_wilson,wilson.n.10,noun.person,n,28th President of the United States; led the United States in World War I and secured the formation of the League of Nations (1856-1924),President,,,[]
presiding_officer,presiding_officer.n.01,noun.person,n,the leader of a group meeting,leader,,,[]
presley,presley.n.01,noun.person,n,United States rock singer whose many hit records and flamboyant style greatly influenced American popular music (1935-1977),singer,,,[]
press_agent,press_agent.n.01,noun.person,n,someone employed to arrange publicity (for a firm or a public figure),someone,,,[]
press_lord,press_lord.n.01,noun.person,n,a powerful newspaper proprietor,proprietor,,,[]
press_photographer,press_photographer.n.01,noun.person,n,a photographer who works for a newspaper,photographer,,,[]
pressman,printer.n.01,noun.person,n,someone whose occupation is printing,printing,,,[]
pressman,correspondent.n.02,noun.person,n,a journalist employed to provide news stories for newspapers or broadcast media,journalist,,,[]
prestidigitator,magician.n.01,noun.person,n,someone who performs magic tricks to amuse an audience,someone,,,[]
preteenager,preteen.n.01,noun.person,n,a preadolescent boy or girl (usually between 9 and 12 years of age),boy,,M,['little league is intended for the preteens']
pretender,pretender.n.01,noun.person,n,a claimant to the throne or to the office of ruler (usually without just title),claimant,,,[]
pretender,imposter.n.01,noun.person,n,a person who makes deceitful pretenses,person,,,[]
pretender,hypocrite.n.01,noun.person,n,a person who professes beliefs and opinions that he or she does not hold in order to conceal his or her real feelings or motives,person,,,[]
preterist,preterist.n.01,noun.person,n,a theologian who believes that the Scripture prophecies of the Apocalypse (the Book of Revelation) have already been fulfilled,theologian,,,[]
preterm_baby,premature_baby.n.01,noun.person,n,an infant that is born prior to 37 weeks of gestation,infant,,,[]
preterm_infant,premature_baby.n.01,noun.person,n,an infant that is born prior to 37 weeks of gestation,infant,,,[]
pretor,praetor.n.01,noun.person,n,an annually elected magistrate of the ancient Roman Republic,magistrate,,,[]
prevailing_party,prevailing_party.n.01,noun.person,n,the party in a lawsuit who obtains a judgment in their own favor,party,,,[]
prevaricator,liar.n.01,noun.person,n,a person who has lied or who lies repeatedly,person,,,[]
prexy,president.n.05,noun.person,n,the head administrative officer of a college or university,officer,,,[]
prey,prey.n.01,noun.person,n,a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,person,,,"['he fell prey to muggers', 'everyone was fair game', 'the target of a manhunt']"
priam,priam.n.01,noun.person,n,(Greek mythology) the last king of Troy; father of Hector and Paris and Cassandra,mythology,,,[]
priapus,priapus.n.01,noun.person,n,(classical mythology) god of male procreative power and guardian of gardens and vineyards,mythology,,,[]
price,price.n.07,noun.person,n,United States operatic soprano (born 1927),soprano,,F,[]
prick,asshole.n.01,noun.person,n,insulting terms of address for people who are stupid or irritating or ridiculous,terms,,,[]
prickteaser,coquette.n.01,noun.person,n,a seductive woman who uses her sex appeal to exploit men,woman,,F,[]
priest,priest.n.01,noun.person,n,a clergyman in Christian churches who has the authority to perform or administer various religious rites; one of the Holy Orders,clergyman,,,[]
priest,priest.n.02,noun.person,n,a person who performs religious duties and ceremonies in a non-Christian religion,person,,,[]
priest-doctor,shaman.n.01,noun.person,n,in societies practicing shamanism: one acting as a medium between the visible and spirit worlds; practices sorcery for healing or divination,societies,,,[]
priestess,priestess.n.01,noun.person,n,a woman priest,priest,,,[]
priestley,priestley.n.01,noun.person,n,English chemist who isolated many gases and discovered oxygen (independently of Scheele) (1733-1804),chemist,,,[]
prig,snob.n.01,noun.person,n,a person regarded as arrogant and annoying,regarded,,,[]
prima_ballerina,prima_ballerina.n.01,noun.person,n,a leading female ballet dancer,dancer,female,F,[]
prima_donna,prima_donna.n.01,noun.person,n,a vain and temperamental person,person,,,[]
prima_donna,prima_donna.n.02,noun.person,n,a distinguished female operatic singer; a female operatic star,singer,female,F,[]
primary_care_physician,primary_care_physician.n.01,noun.person,n,the physician who provides primary care,physician,,,['the primary care physician acts as a gatekeeper to the medical system']
primary_care_provider,health_professional.n.01,noun.person,n,a person who helps in identifying or preventing or treating illness or disability,person,,,[]
primate,archpriest.n.01,noun.person,n,a senior clergyman and dignitary,clergyman,,,[]
primates,archpriest.n.01,noun.person,n,a senior clergyman and dignitary,clergyman,,,[]
prime_minister,prime_minister.n.01,noun.person,n,the person who holds the position of head of the government in the United Kingdom,person,,,[]
prime_minister,chancellor.n.02,noun.person,n,the person who is head of state (in several countries),person,,,[]
prime_mover,first_cause.n.01,noun.person,n,an agent that is the cause of all things but does not itself have a cause,agent,,,['God is the first cause']
primigravida,primigravida.n.01,noun.person,n,(obstetrics) a woman who is pregnant for the first time,obstetrics,,,[]
primipara,primipara.n.01,noun.person,n,(obstetrics) woman who has been delivered of a child for the first time,obstetrics,,,[]
primitive_person,primitive.n.01,noun.person,n,a person who belongs to an early stage of civilization,person,,,[]
primogenitor,progenitor.n.01,noun.person,n,an ancestor in the direct line,ancestor,,,[]
primordial_dwarf,primordial_dwarf.n.01,noun.person,n,an achondroplastic dwarf whose small size is the result of a genetic defect; body parts and mental and sexual development are normal,dwarf,,,[]
primum_mobile,first_cause.n.01,noun.person,n,an agent that is the cause of all things but does not itself have a cause,agent,,,['God is the first cause']
primus,primus.n.01,noun.person,n,the presiding bishop of the Episcopal Church of Scotland,bishop,,,[]
prince,prince.n.01,noun.person,n,a male member of a royal family other than the sovereign (especially the son of a sovereign),member,male,M,[]
prince_albert,albert.n.01,noun.person,n,prince consort of Queen Victoria of England (1819-1861),consort,,M,[]
prince_charles,charles.n.06,noun.person,n,the eldest son of Elizabeth II and heir to the English throne (born in 1948),son,,M,[]
prince_charming,prince_charming.n.01,noun.person,n,a suitor who fulfills the dreams of his beloved,suitor,,M,[]
prince_consort,prince_consort.n.01,noun.person,n,a prince who is the husband of a reigning female sovereign,prince,,M,[]
prince_edward,edward.n.09,noun.person,n,third son of Elizabeth II (born in 1964),son,,M,[]
prince_eugene_of_savoy,eugene.n.01,noun.person,n,Austrian general in the service of the Holy Roman Empire during the War of the Spanish Succession (1663-1736),general,,,[]
prince_fumimaro_konoe,konoe.n.01,noun.person,n,Japanese statesman who set Japan's expansionist policies and formed an alliance with Germany and Italy (1891-1945),statesman,,M,[]
prince_fumimaro_konoye,konoe.n.01,noun.person,n,Japanese statesman who set Japan's expansionist policies and formed an alliance with Germany and Italy (1891-1945),statesman,,M,[]
prince_klemens_wenzel_nepomuk_lothar_von_metternich,metternich.n.01,noun.person,n,Austrian statesman (1773-1859),statesman,,M,[]
prince_of_darkness,satan.n.01,noun.person,n,(Judeo-Christian and Islamic religions) chief spirit of evil and adversary of God; tempter of mankind; master of Hell,religions,,,[]
prince_of_smolensk,kutuzov.n.01,noun.person,n,Russian field marshal who commanded the Russian opposition to Napoleon (1745-1813),marshal,,,[]
prince_of_wales,prince_of_wales.n.01,noun.person,n,the male heir apparent of the British sovereign,heir,male,M,[]
prince_otto_eduard_leopold_von_bismarck,bismarck.n.01,noun.person,n,German statesman under whose leadership Germany was united (1815-1898),statesman,,M,[]
prince_otto_von_bismarck,bismarck.n.01,noun.person,n,German statesman under whose leadership Germany was united (1815-1898),statesman,,M,[]
prince_peter_kropotkin,kropotkin.n.01,noun.person,n,Russian anarchist (1842-1921),anarchist,,,[]
prince_philip,philip.n.01,noun.person,n,Englishman and husband of Elizabeth II (born 1921),Englishman,,,[]
prince_rupert,rupert.n.01,noun.person,n,English leader (born in Germany) of the Royalist forces during the English Civil War (1619-1682),leader,,,[]
princeling,princeling.n.01,noun.person,n,a petty or insignificant prince who rules some unimportant principality,prince,,M,[]
princeling,princeling.n.02,noun.person,n,a young prince,prince,,M,[]
princess,princess.n.01,noun.person,n,a female member of a royal family other than the queen (especially the daughter of a sovereign),member,female,F,[]
princess_diana,diana.n.01,noun.person,n,English aristocrat who was the first wife of Prince Charles; her death in an automobile accident in Paris produced intense national mourning (1961-1997),aristocrat,,,[]
princess_grace_of_monaco,kelly.n.02,noun.person,n,United States film actress who retired when she married into the royal family of Monaco (1928-1982),actress,,F,[]
princess_of_wales,diana.n.01,noun.person,n,English aristocrat who was the first wife of Prince Charles; her death in an automobile accident in Paris produced intense national mourning (1961-1997),aristocrat,,,[]
princess_royal,princess_royal.n.01,noun.person,n,the eldest daughter of a British sovereign,daughter,,F,[]
principal_investigator,principal_investigator.n.01,noun.person,n,the scientist in charge of an experiment or research project,scientist,,,[]
print_seller,print_seller.n.01,noun.person,n,someone who sells etchings and engravings etc.,someone,,,[]
printer,printer.n.01,noun.person,n,someone whose occupation is printing,printing,,,[]
printer's_devil,printer's_devil.n.01,noun.person,n,an apprentice in a printing establishment,apprentice,,,[]
printmaker,printmaker.n.01,noun.person,n,an artist who designs and makes prints,artist,,,[]
prioress,abbess.n.01,noun.person,n,the superior of a group of nuns,superior,,,[]
prison_chaplain,prison_chaplain.n.01,noun.person,n,a chaplain in a prison,chaplain,,,[]
prison_guard,prison_guard.n.01,noun.person,n,someone who guards prisoners,someone,,,[]
prisoner,prisoner.n.01,noun.person,n,a person who is confined; especially a prisoner of war,person,,,[]
prisoner_of_war,prisoner_of_war.n.01,noun.person,n,a person who surrenders to (or is taken by) the enemy in time of war,person,,,[]
private_citizen,private_citizen.n.01,noun.person,n,a citizen who does not hold any official or public position,citizen,,,[]
private_detective,private_detective.n.01,noun.person,n,someone who can be employed as a detective to collect information,someone,,,[]
private_eye,private_detective.n.01,noun.person,n,someone who can be employed as a detective to collect information,someone,,,[]
private_instructor,coach.n.02,noun.person,n,"a person who gives private instruction (as in singing, acting, etc.)",person,,,[]
private_investigator,private_detective.n.01,noun.person,n,someone who can be employed as a detective to collect information,someone,,,[]
privateer,privateer.n.01,noun.person,n,an officer or crew member of a privateer,officer,,,[]
privateersman,privateer.n.01,noun.person,n,an officer or crew member of a privateer,officer,,,[]
privates,private.n.01,noun.person,n,an enlisted man of the lowest rank in the Army or Marines,man,,M,['our prisoner was just a private and knew nothing of value']
prize_winner,prize_winner.n.01,noun.person,n,the winner of a lottery,winner,,,[]
prizefighter,prizefighter.n.01,noun.person,n,a professional boxer,boxer,,,[]
pro-lifer,pro-lifer.n.01,noun.person,n,an advocate of full legal protection for embryos and fetuses; someone opposed to legalized induced abortion,advocate,,,[]
probability_theorist,probability_theorist.n.01,noun.person,n,a mathematician who specializes in probability theory,mathematician,,,[]
probation_officer,probation_officer.n.01,noun.person,n,the officer of the court who supervises probationers,officer,,,[]
probationer,probationer.n.01,noun.person,n,a nurse in training who is undergoing a trial period,nurse,,,[]
probationer,probationer.n.02,noun.person,n,someone released on probation or on parole,released,,,[]
problem_solver,problem_solver.n.01,noun.person,n,a thinker who focuses on the problem as stated and tries to synthesize information and knowledge to achieve a solution,thinker,,,[]
process-server,process-server.n.01,noun.person,n,someone who personally delivers a process (a writ compelling attendance in court) or court papers to the defendant,someone,,,[]
processor,processor.n.02,noun.person,n,someone who processes things (foods or photographs or applicants etc.),someone,,,[]
proconsul,proconsul.n.01,noun.person,n,an official in a modern colony who has considerable administrative power,official,,,[]
proconsul,proconsul.n.02,noun.person,n,a provincial governor of consular rank in the Roman Republic and Roman Empire,governor,,,[]
procrastinator,procrastinator.n.01,noun.person,n,someone who postpones work (especially out of laziness or habitual carelessness),someone,,,[]
procrustes,procrustes.n.01,noun.person,n,"(Greek mythology) a mythical giant who was a thief and murderer; he would capture people and tie them to an iron bed, stretching them or hacking off their legs to make them fit; was killed by Theseus",mythology,,,[]
proctologist,proctologist.n.01,noun.person,n,a doctor specializing in diseases of the rectum and anus,doctor,,,[]
proctor,proctor.n.01,noun.person,n,someone who supervises (an examination),someone,,,[]
procurator,proxy.n.01,noun.person,n,a person authorized to act for another,person,,,[]
procurator,procurator.n.02,noun.person,n,(ancient Rome) someone employed by the Roman Emperor to manage finance and taxes,Rome,,,[]
procurer,pimp.n.01,noun.person,n,someone who procures customers for whores (in England they call a pimp a ponce),someone,,,[]
procurer,procurer.n.02,noun.person,n,someone who obtains or acquires,someone,,,['the procurer of opera tickets']
procuress,procuress.n.01,noun.person,n,a woman pimp,pimp,,,[]
prodigy,prodigy.n.01,noun.person,n,an unusually gifted or intelligent (young) person; someone whose talents excite wonder and admiration,person,,,['she is a chess prodigy']
producer,manufacturer.n.02,noun.person,n,someone who manufactures something,someone,,,[]
producer,producer.n.02,noun.person,n,someone who finds financing for and supervises the making and presentation of a show (play or film or program or similar work),someone,,,[]
prof,professor.n.01,noun.person,n,someone who is a member of the faculty at a college or university,someone,,,[]
professional_dancer,dancer.n.01,noun.person,n,a performer who dances professionally,performer,,,[]
professional_golfer,golf_pro.n.01,noun.person,n,someone who earns a living by playing or teaching golf,someone,,,[]
professional_person,professional.n.01,noun.person,n,a person engaged in one of the learned professions,engaged,,,[]
professional_tennis_player,tennis_pro.n.01,noun.person,n,someone who earns a living playing or teaching tennis,someone,,,[]
professor,professor.n.01,noun.person,n,someone who is a member of the faculty at a college or university,someone,,,[]
profit_taker,profit_taker.n.01,noun.person,n,someone who sells stock shares at a profit,someone,,,[]
profiteer,profiteer.n.01,noun.person,n,someone who makes excessive profit (especially on goods in short supply),someone,,,[]
progenitor,progenitor.n.01,noun.person,n,an ancestor in the direct line,ancestor,,,[]
progeny,offspring.n.01,noun.person,n,the immediate descendants of a person,descendants,,,"['she was the mother of many offspring', 'he died without issue']"
prognosticator,forecaster.n.01,noun.person,n,someone who makes predictions of the future (usually on the basis of special knowledge),someone,,,[]
programmer,programmer.n.01,noun.person,n,a person who designs and writes and tests computer programs,person,,,[]
prohibitionist,dry.n.01,noun.person,n,a reformer who opposes the use of intoxicating beverages,reformer,,,[]
projectionist,projectionist.n.01,noun.person,n,the person who operates the projector in a movie house,person,,,[]
prokhorov,prokhorov.n.01,noun.person,n,Russian physicist whose research into ways of moving electrons around atoms led to the development of masers and lasers for producing high-intensity radiation (1916-2002),physicist,,,[]
prokofiev,prokofiev.n.01,noun.person,n,Russian composer of ballets and symphonies and operas (1891-1953),composer,,,[]
prole,proletarian.n.01,noun.person,n,a member of the working class (not necessarily employed),member,,,['workers of the world--unite!']
prometheus,prometheus.n.01,noun.person,n,(Greek mythology) the Titan who stole fire from Olympus and gave it to mankind; Zeus punished him by chaining him to a rock where an eagle gnawed at his liver until Hercules rescued him,mythology,,,[]
promisee,promisee.n.01,noun.person,n,a person to whom a promise is made,person,,,[]
promiser,promiser.n.01,noun.person,n,a person who makes a promise,person,,,[]
promisor,promiser.n.01,noun.person,n,a person who makes a promise,person,,,[]
promoter,promoter.n.01,noun.person,n,someone who is an active supporter and advocate,someone,,,[]
promoter,showman.n.02,noun.person,n,a sponsor who books and stages public entertainments,sponsor,,,[]
prompter,prompter.n.01,noun.person,n,someone who assists a performer by providing the next words of a forgotten speech,someone,,,[]
promulgator,promulgator.n.01,noun.person,n,(law) one who promulgates laws (announces a law as a way of putting it into execution),law,,,[]
proofreader,proofreader.n.01,noun.person,n,someone who reads proof in order to find errors and mark corrections,someone,,,[]
propagator,propagator.n.01,noun.person,n,someone who propagates plants (as under glass),someone,,,[]
propagator,propagator.n.02,noun.person,n,someone who spreads the news,someone,,,[]
property_man,property_man.n.01,noun.person,n,member of the stage crew in charge of properties,member,,,[]
property_master,property_man.n.01,noun.person,n,member of the stage crew in charge of properties,member,,,[]
property_owner,landowner.n.01,noun.person,n,a holder or proprietor of land,holder,,,[]
prophesier,prophet.n.01,noun.person,n,an authoritative person who divines the future,person,,,[]
prophet,prophet.n.01,noun.person,n,an authoritative person who divines the future,person,,,[]
prophet,prophet.n.02,noun.person,n,someone who speaks by divine inspiration; someone who is an interpreter of the will of God,someone,,,[]
prophetess,prophetess.n.01,noun.person,n,a woman prophet,prophet,,,[]
prophets,prophet.n.01,noun.person,n,an authoritative person who divines the future,person,,,[]
prophets,prophet.n.02,noun.person,n,someone who speaks by divine inspiration; someone who is an interpreter of the will of God,someone,,,[]
propman,property_man.n.01,noun.person,n,member of the stage crew in charge of properties,member,,,[]
proponent,advocate.n.01,noun.person,n,a person who pleads for a cause or propounds an idea,person,,,[]
proposer,suggester.n.01,noun.person,n,someone who advances a suggestion or proposal,someone,,,['the suggester of this absurd strategy was a fool']
proposer,proposer.n.02,noun.person,n,(parliamentary procedure) someone who makes a formal motion,procedure,,,[]
propositus,propositus.n.01,noun.person,n,the person immediately affected by or concerned with an action,affected,,,[]
proprietor,owner.n.01,noun.person,n,(law) someone who owns (is legal possessor of) a business,law,,,['he is the owner of a chain of restaurants']
proprietress,proprietress.n.01,noun.person,n,a woman proprietor,proprietor,,,[]
prosecuting_attorney,prosecutor.n.01,noun.person,n,a government official who conducts criminal prosecutions on behalf of the state,official,,,[]
prosecuting_officer,prosecutor.n.01,noun.person,n,a government official who conducts criminal prosecutions on behalf of the state,official,,,[]
prosecutor,prosecutor.n.01,noun.person,n,a government official who conducts criminal prosecutions on behalf of the state,official,,,[]
proselyte,proselyte.n.01,noun.person,n,a new convert; especially a gentile converted to Judaism,convert,,,[]
proserpina,proserpina.n.01,noun.person,n,goddess of the underworld; counterpart of Greek Persephone,goddess,,F,[]
proserpine,proserpina.n.01,noun.person,n,goddess of the underworld; counterpart of Greek Persephone,goddess,,F,[]
prospect,candidate.n.02,noun.person,n,someone who is considered for something (for an office or prize or honor etc.),someone,,,[]
prospector,prospector.n.01,noun.person,n,someone who explores an area for mineral deposits,someone,,,[]
prosper_meniere,meniere.n.01,noun.person,n,French otologist who first described a form of vertigo now known as Meniere's disease and identified the semicircular canals as the site of the lesion (1799-1862),otologist,,,[]
prospero_lambertini,benedict_xiv.n.01,noun.person,n,pope who was a patron of the arts and who denounced the cruelty to the indigenous peoples of South America (1675-1758),pope,,,[]
