Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
philanderer,womanizer.n.01,noun.person,n,a man who likes many women and has short sexual relationships with them,[],man,,M
philanthropist,philanthropist.n.01,noun.person,n,someone who makes charitable donations intended to increase human well-being,[],someone,,N
philatelist,philatelist.n.01,noun.person,n,a collector and student of postage stamps,[],,,N
philemon,philemon.n.01,noun.person,n,(Greek mythology) a simple countryman who offered hospitality to Zeus and Hermes when they came to earth without revealing their identities in order to test people's piety,[],,,
philemon,philemon.n.02,noun.person,n,(New Testament) a Christian (probably living in Colossae) whose slave escaped and went to see Saint Paul,[],,,
philhellenist,philhellene.n.01,noun.person,n,an admirer of Greece and everything Greek,[],,,N
philibert_de_l'orme,delorme.n.01,noun.person,n,French royal architect who built the Tuileries Palace and Gardens in Paris for Catherine de Medicis (1515-1570),[],,,N
philibert_delorme,delorme.n.01,noun.person,n,French royal architect who built the Tuileries Palace and Gardens in Paris for Catherine de Medicis (1515-1570),[],,,N
philip,philip.n.01,noun.person,n,Englishman and husband of Elizabeth II (born 1921),[],,,
philip_anderson,anderson.n.02,noun.person,n,United States physicist who studied the electronic structure of magnetic and disordered systems (1923-),[],,,N
philip_augustus,philip_ii.n.01,noun.person,n,son of Louis VII whose reign as king of France saw wars with the English that regained control of Normandy and Anjou and most of Poitou (1165-1223),[],son,,M
philip_dormer_stanhope,chesterfield.n.01,noun.person,n,suave and witty English statesman remembered mostly for letters to his son (1694-1773),[],,,M
philip_ii,philip_ii.n.01,noun.person,n,son of Louis VII whose reign as king of France saw wars with the English that regained control of Normandy and Anjou and most of Poitou (1165-1223),[],son,,M
philip_ii,philip_ii.n.02,noun.person,n,king of ancient Macedonia and father of Alexander the Great (382-336 BC),[],,,M
philip_ii,philip_ii.n.03,noun.person,n,king of Spain and Portugal and husband of Mary I; he supported the Counter Reformation and sent the Spanish Armada to invade England (1527-1598),[],,,M
philip_ii_of_macedon,philip_ii.n.02,noun.person,n,king of ancient Macedonia and father of Alexander the Great (382-336 BC),[],,,M
philip_ii_of_spain,philip_ii.n.03,noun.person,n,king of Spain and Portugal and husband of Mary I; he supported the Counter Reformation and sent the Spanish Armada to invade England (1527-1598),[],,,M
philip_marlowe,marlowe.n.02,noun.person,n,tough cynical detective (one of the early detective heroes in American fiction) created by Raymond Chandler,[],,,N
philip_michael_ondaatje,ondaatje.n.01,noun.person,n,Canadian writer (born in Sri Lanka in 1943),[],,,
philip_milton_roth,roth.n.01,noun.person,n,United States writer whose novels portray middle-class Jewish life (born in 1933),[],,,
philip_of_valois,philip_vi.n.01,noun.person,n,king of France who founded the Valois dynasty; his dispute with Edward III over his succession led to the Hundred Years' War (1293-1350),[],,,M
philip_roth,roth.n.01,noun.person,n,United States writer whose novels portray middle-class Jewish life (born in 1933),[],,,
philip_v,philip_v.n.01,noun.person,n,king of ancient Macedonia whose confrontations with the Romans led to his defeat and his loss of control over Greece,[],,,M
philip_vi,philip_vi.n.01,noun.person,n,king of France who founded the Valois dynasty; his dispute with Edward III over his succession led to the Hundred Years' War (1293-1350),[],,,M
philip_warren_anderson,anderson.n.02,noun.person,n,United States physicist who studied the electronic structure of magnetic and disordered systems (1923-),[],,,N
philipp_lenard,lenard.n.01,noun.person,n,German physicist who studied cathode rays (1862-1947),[],,,N
philipp_melanchthon,melanchthon.n.01,noun.person,n,German theologian and Luther's successor as leader of the Reformation in Germany (1497-1560),[],,,N
philipp_schwarzerd,melanchthon.n.01,noun.person,n,German theologian and Luther's successor as leader of the Reformation in Germany (1497-1560),[],,,N
philippian,philippian.n.01,noun.person,n,a native or inhabitant of Philippi in ancient Macedonia,[],,,
philippians,philippian.n.01,noun.person,n,a native or inhabitant of Philippi in ancient Macedonia,[],,,
philippus_aureolus_paracelsus,paracelsus.n.01,noun.person,n,Swiss physician who introduced treatments of particular illnesses based on his observation and experience; he saw illness as having an external cause (rather than an imbalance of humors) and replaced traditional remedies with chemical remedies (1493-1541),[],,,N
phillis_wheatley,wheatley.n.01,noun.person,n,American poet (born in Africa) who was the first recognized Black writer in America (1753-1784),[],,,
philologist,philologist.n.01,noun.person,n,a humanist specializing in classical scholarship,[],,,N
philologue,philologist.n.01,noun.person,n,a humanist specializing in classical scholarship,[],,,N
philomath,philomath.n.01,noun.person,n,a lover of learning,[],,,N
philosopher,philosopher.n.01,noun.person,n,a specialist in philosophy,[],,,N
philosopher,philosopher.n.02,noun.person,n,a wise person who is calm and rational; someone who lives a life of reason with equanimity,[],person,,N
philosophiser,philosophizer.n.01,noun.person,n,someone who considers situations from a philosophical point of view,[],someone,,N
philosophizer,philosophizer.n.01,noun.person,n,someone who considers situations from a philosophical point of view,[],someone,,N
phineas_taylor_barnum,barnum.n.01,noun.person,n,United States showman who popularized the circus (1810-1891),[],,,
phintias,phintias.n.01,noun.person,n,friend of Damon; Phintias (according to legend) was condemned to death by Dionysius the Elder and asked a respite to put his affairs in order; Damon pledged his life for the return of his friend; when Phintias returned in time the tyrant released them both (4th century BC),[],,,N
phiz,browne.n.01,noun.person,n,English illustrator of several of Dickens' novels (1815-1882),[],,,N
phlebotomist,phlebotomist.n.01,noun.person,n,someone who practices phlebotomy,[],someone,,N
phoebe,phoebe.n.02,noun.person,n,(Greek mythology) a Titaness who became identified with Artemis as goddess of the Moon,[],,,
phoebus,apollo.n.01,noun.person,n,(Greek mythology) Greek god of light; god of prophecy and poetry and music and healing; son of Zeus and Leto; twin brother of Artemis,[],,,
phoebus_apollo,apollo.n.01,noun.person,n,(Greek mythology) Greek god of light; god of prophecy and poetry and music and healing; son of Zeus and Leto; twin brother of Artemis,[],,,
phoenix,phoenix.n.03,noun.person,n,a legendary Arabian bird said to periodically burn itself to death and emerge from the ashes as a new phoenix; according to most versions only one phoenix lived at a time and it renewed itself every 500 years,[],,,
phone_tapper,tapper.n.04,noun.person,n,someone who wiretaps a telephone or telegraph wire,[],someone,,N
phoner,caller.n.07,noun.person,n,the person initiating a telephone call,['there were so many callers that he finally disconnected the telephone'],person,,N
phonetician,phonetician.n.01,noun.person,n,a specialist in phonetics,[],,,N
phonologist,phonologist.n.01,noun.person,n,a specialist in phonology,[],,,N
photius,photius.n.01,noun.person,n,Patriarch of Constantinople and saint of the Greek Orthodox Church; was condemned by the Fourth Council of Constantinople in 869 but was reinstated by a later pope,[],,,
photographer,photographer.n.01,noun.person,n,someone who takes photographs professionally,[],someone,,N
photographer's_model,photographer's_model.n.01,noun.person,n,a model who poses for photographers,[],,,N
photojournalist,photojournalist.n.01,noun.person,n,a journalist who presents a story primarily through the use of photographs,[],,,
photometrician,photometrist.n.01,noun.person,n,someone who practices photometry,[],someone,,N
photometrist,photometrist.n.01,noun.person,n,someone who practices photometry,[],someone,,N
phrenologist,phrenologist.n.01,noun.person,n,someone who claims to be able to read your character from the shape of your skull,[],someone,,N
phrygian,phrygian.n.01,noun.person,n,a native or inhabitant of Phrygia,[],,,
phrygian_deity,phrygian_deity.n.01,noun.person,n,deity of the ancient Phrygians of west central Asia Minor,[],,,
physical_therapist,physical_therapist.n.01,noun.person,n,therapist who treats injury or dysfunction with exercises and other physical treatments of the disorder,[],,,N
physician,doctor.n.01,noun.person,n,a licensed medical practitioner,['I felt so bad I went to see my doctor'],,,N
physicist,physicist.n.01,noun.person,n,a scientist trained in physics,[],,,N
physiologist,physiologist.n.01,noun.person,n,a biologist specializing in physiology,[],,,
physiotherapist,physical_therapist.n.01,noun.person,n,therapist who treats injury or dysfunction with exercises and other physical treatments of the disorder,[],,,N
phytochemist,phytochemist.n.01,noun.person,n,a chemist who specializes in the chemistry of plants,[],,,N
phytologist,botanist.n.01,noun.person,n,a biologist specializing in the study of plants,[],,,
pi,private_detective.n.01,noun.person,n,someone who can be employed as a detective to collect information,[],someone,,N
pi,principal_investigator.n.01,noun.person,n,the scientist in charge of an experiment or research project,[],,,N
piaf,piaf.n.01,noun.person,n,French cabaret singer (1915-1963),[],,,N
piaget,piaget.n.01,noun.person,n,Swiss psychologist remembered for his studies of cognitive development in children (1896-1980),[],,,N
pianist,pianist.n.01,noun.person,n,a person who plays the piano,[],person,,N
piano_maker,piano_maker.n.01,noun.person,n,a person who makes pianos,[],person,,N
piano_player,pianist.n.01,noun.person,n,a person who plays the piano,[],person,,N
piano_teacher,piano_teacher.n.01,noun.person,n,someone who teaches students to play the piano,[],someone,,N
piano_tuner,tuner.n.01,noun.person,n,someone who tunes pianos,[],someone,,N
picador,picador.n.01,noun.person,n,the horseman who pricks the bull with a lance early in the bullfight to goad the bull and to make it keep its head low,[],,,M
picaninny,pickaninny.n.01,noun.person,n,(ethnic slur) offensive term for a Black child,[],,,
picasso,picasso.n.01,noun.person,n,prolific and influential Spanish artist who lived in France (1881-1973),[],,,N
piccaninny,pickaninny.n.01,noun.person,n,(ethnic slur) offensive term for a Black child,[],,,
pickaninny,pickaninny.n.01,noun.person,n,(ethnic slur) offensive term for a Black child,[],,,
picker,picker.n.01,noun.person,n,a person who chooses or selects out,[],person,,N
picker,picker.n.02,noun.person,n,someone who gathers crops or fruits etc.,[],someone,,N
picket,lookout.n.01,noun.person,n,a person employed to keep watch for some anticipated event,[],person,,N
picket,picket.n.03,noun.person,n,a protester posted by a labor organization outside a place of work,[],,,N
pickett,pickett.n.01,noun.person,n,American Confederate general known for leading a disastrous charge at Gettysburg (1825-1875),[],,,N
pickford,pickford.n.01,noun.person,n,United States film actress (born in Canada) who starred in silent films (1893-1979),[],,,F
picklepuss,sourpuss.n.01,noun.person,n,someone with a habitually sullen or gloomy expression,[],someone,,N
picknicker,picnicker.n.01,noun.person,n,a person who is picnicking,[],person,,N
pickpocket,pickpocket.n.01,noun.person,n,a thief who steals from the pockets or purses of others in public places,[],,,N
pickup,pickup.n.04,noun.person,n,a casual acquaintance; often made in hope of sexual relationships,[],,,N
picnicker,picnicker.n.01,noun.person,n,a person who is picnicking,[],person,,N
pied_piper,pied_piper.n.01,noun.person,n,a leader who entices people to follow (especially to their doom),[],,,N
pied_piper,pied_piper.n.02,noun.person,n,the title character in a German folk tale and in a poem by Robert Browning,[],,,N
pied_piper_of_hamelin,pied_piper.n.02,noun.person,n,the title character in a German folk tale and in a poem by Robert Browning,[],,,N
pier_luigi_nervi,nervi.n.01,noun.person,n,Italian architect who pioneered in the use of reinforced concrete (1891-1979),[],,,N
pierce,pierce.n.01,noun.person,n,14th President of the United States (1804-1869),[],,,
pierre-paul_broca,broca.n.01,noun.person,n,French anthropologist who studied the craniums and brains of different races of people; remembered for his discovery that articulate speech depends on an area of the brain now known as Broca's area (1824-1880),[],,,N
pierre_abelard,abelard.n.01,noun.person,n,French philosopher and theologian; lover of Heloise (1079-1142),[],,,
pierre_athanase_larousse,larousse.n.01,noun.person,n,French lexicographer (1817-1875),[],,,N
pierre_auguste_renoir,renoir.n.01,noun.person,n,French impressionist painter (1841-1919),[],,,N
pierre_boulez,boulez.n.01,noun.person,n,French composer of serial music (born in 1925),[],,,N
pierre_charles_l'enfant,l'enfant.n.01,noun.person,n,United States architect (born in France) who laid out the city plan for Washington (1754-1825),[],,,N
pierre_corneille,corneille.n.01,noun.person,n,French tragic dramatist whose plays treat grand moral themes in elegant verse (1606-1684),[],,,N
pierre_curie,curie.n.02,noun.person,n,French physicist; husband of Marie Curie (1859-1906),[],,,N
pierre_de_fermat,fermat.n.01,noun.person,n,French mathematician who founded number theory; contributed (with Pascal) to the theory of probability (1601-1665),[],,,N
pierre_de_terrail,bayard.n.01,noun.person,n,French soldier said to be fearless and chivalrous (1473-1524),[],,,N
pierre_joseph_proudhon,proudhon.n.01,noun.person,n,French socialist who argued that property is theft (1809-1865),[],,,N
pierre_larousse,larousse.n.01,noun.person,n,French lexicographer (1817-1875),[],,,N
pierre_simon_de_laplace,laplace.n.01,noun.person,n,French mathematician and astronomer who formulated the nebular hypothesis concerning the origins of the solar system and who developed the theory of probability (1749-1827),[],,,N
pierre_teilhard_de_chardin,teilhard_de_chardin.n.01,noun.person,n,French paleontologist and philosopher (1881-1955),[],,,
pierre_terrail,bayard.n.01,noun.person,n,French soldier said to be fearless and chivalrous (1473-1524),[],,,N
pierrot,pierrot.n.01,noun.person,n,a male character in French pantomime; usually dressed in white with a whitened face,[],character,male,M
piet_mondrian,mondrian.n.01,noun.person,n,Dutch painter whose work (intersecting lines at right angles and planes in primary colors) influenced the development of abstract art (1872-1944),[],,,N
pieter_breughel,brueghel.n.01,noun.person,n,Flemish painter of landscapes (1525-1569),[],,,N
pieter_bruegel,brueghel.n.01,noun.person,n,Flemish painter of landscapes (1525-1569),[],,,N
pieter_brueghel,brueghel.n.01,noun.person,n,Flemish painter of landscapes (1525-1569),[],,,N
pieter_brueghel_the_elder,brueghel.n.01,noun.person,n,Flemish painter of landscapes (1525-1569),[],,,N
pieter_zeeman,zeeman.n.01,noun.person,n,Dutch physicist honored for his research on the influence of magnetism on radiation which showed that light is radiated by the motion of charged particles in an atom (1865-1943),[],,,N
pig,slob.n.01,noun.person,n,a coarse obnoxious person,[],person,,N
pig,hog.n.01,noun.person,n,a person regarded as greedy and pig-like,[],person,,N
pig,bull.n.05,noun.person,n,uncomplimentary terms for a policeman,[],,,
pigman,swineherd.n.01,noun.person,n,a herder or swine,[],,,N
pigmy,pygmy.n.01,noun.person,n,an unusually small individual,[],,,
pigmy,pygmy.n.02,noun.person,n,any member of various peoples having an average height of less than five feet,[],member,,N
pilate,pilate.n.01,noun.person,n,the Roman procurator of Judea who ordered that Jesus be crucified (died in AD 36),[],,,
pilferer,sneak_thief.n.01,noun.person,n,a thief who steals without using violence,[],,,N
pilgrim,pilgrim.n.01,noun.person,n,someone who journeys in foreign lands,[],someone,,N
pilgrim,pilgrim.n.02,noun.person,n,one of the colonists from England who sailed to America on the Mayflower and founded the colony of Plymouth in New England in 1620,[],one,,N
pilgrim,pilgrim.n.03,noun.person,n,someone who journeys to a sacred place as an act of religious devotion,[],someone,,N
pilgrim_father,pilgrim.n.02,noun.person,n,one of the colonists from England who sailed to America on the Mayflower and founded the colony of Plymouth in New England in 1620,[],one,,N
pill,pill.n.03,noun.person,n,a unpleasant or tiresome person,[],person,,N
pill_head,pill_head.n.01,noun.person,n,a consumer of amphetamine pills,[],,,N
pill_pusher,pharmacist.n.01,noun.person,n,a health professional trained in the art of preparing and dispensing drugs,[],,,
pill_roller,pharmacist.n.01,noun.person,n,a health professional trained in the art of preparing and dispensing drugs,[],,,
pillager,plunderer.n.01,noun.person,n,someone who takes spoils or plunder (as in war),[],someone,,N
pillar,pillar.n.03,noun.person,n,a prominent supporter,['he is a pillar of the community'],,,N
pillar_of_strength,tower_of_strength.n.01,noun.person,n,a person who can be relied on to give a great deal of support and comfort,[],person,,N
pillock,stupid.n.01,noun.person,n,a person who is not very bright,"['The economy, stupid!']",person,,N
pilot,pilot.n.01,noun.person,n,someone who is licensed to operate an aircraft in flight,[],someone,,N
pilot,pilot.n.02,noun.person,n,a person qualified to guide ships through difficult waters going into or out of a harbor,[],person,,N
piltdown_hoax,piltdown_man.n.01,noun.person,n,a supposedly primitive man later proven to be a hoax,[],,,
piltdown_man,piltdown_man.n.01,noun.person,n,a supposedly primitive man later proven to be a hoax,[],,,
pima,pima.n.01,noun.person,n,a member of the North American Indian people living in southern Arizona and northern Mexico,[],member,,N
pimp,pimp.n.01,noun.person,n,someone who procures customers for whores (in England they call a pimp a ponce),[],someone,,N
pin-up,cover_girl.n.01,noun.person,n,a very pretty girl who works as a photographer's model,[],girl,,F
pinch_hitter,pinch_hitter.n.01,noun.person,n,(baseball) a substitute for the regular batter,[],,,
pinchas_zukerman,zukerman.n.01,noun.person,n,Israeli violinist (born in 1948),[],,,N
pinchgut,pinchgut.n.01,noun.person,n,a niggardly person who starves himself (and others),[],person,,N
pincus,pincus.n.01,noun.person,n,United States sexual physiologist whose hunch that progesterone could block ovulation led to the development of the oral contraceptive pill (1903-1967),[],,,
pindar,pindar.n.01,noun.person,n,Greek lyric poet remembered for his odes (518?-438? BC),[],,,
pinhead,dumbbell.n.02,noun.person,n,an ignorant or foolish person,[],person,,N
pinko,pinko.n.01,noun.person,n,a person with mildly leftist political views,[],person,,N
pinter,pinter.n.01,noun.person,n,English dramatist whose plays are characterized by silences and the use of inaction (born in 1930),[],,,N
pioneer,pioneer.n.01,noun.person,n,someone who helps to open up a new line of research or technology or art,[],someone,,N
pioneer,pioneer.n.02,noun.person,n,one the first colonists or settlers in a new territory,['they went west as pioneers with only the possessions they could carry with them'],,,
pip-squeak,pip-squeak.n.01,noun.person,n,someone who is small and insignificant,[],someone,,N
pipe_fitter,plumber.n.01,noun.person,n,a craftsman who installs and repairs pipes and fixtures and appliances,[],,,N
pipe_major,pipe_major.n.01,noun.person,n,the chief piper in a band of bagpipes,[],,,N
pipe_smoker,pipe_smoker.n.01,noun.person,n,a smoker who uses a pipe,[],,,N
piper,piper.n.01,noun.person,n,someone who plays the bagpipe,[],someone,,N
pirandello,pirandello.n.01,noun.person,n,Italian novelist and playwright (1867-1936),[],,,N
piranha,marauder.n.01,noun.person,n,someone who attacks in search of booty,[],someone,,N
pirate,plagiarist.n.01,noun.person,n,someone who uses another person's words or ideas as if they were his own,[],someone,,N
pirate,pirate.n.02,noun.person,n,someone who robs at sea or plunders the land from the sea without having a commission from any sovereign nation,[],someone,,N
pisces,pisces.n.02,noun.person,n,(astrology) a person who is born while the sun is in Pisces,[],,,
pisser,pisser.n.01,noun.person,n,a person who urinates,[],person,,N
pistoleer,pistoleer.n.01,noun.person,n,someone armed with a pistol (especially a soldier so armed),[],someone,,N
piston,piston.n.01,noun.person,n,United States neoclassical composer (1894-1976),[],,,N
pitcher,pitcher.n.01,noun.person,n,(baseball) the person who does the pitching,['our pitcher has a sore arm'],,,
pitching_coach,pitching_coach.n.01,noun.person,n,an assistant baseball coach in charge of pitchers,[],,,
pitchman,pitchman.n.01,noun.person,n,an aggressive salesman who uses a fast line of talk to sell something,[],,,M
pitchman,peddler.n.01,noun.person,n,someone who travels about selling his wares (as on the streets or at carnivals),[],someone,,N
pitman,pitman.n.01,noun.person,n,English educator who invented a system of phonetic shorthand (1813-1897),[],,,N
pitman,coal_miner.n.01,noun.person,n,someone who works in a coal mine,[],someone,,N
pitot,pitot.n.01,noun.person,n,French physicist for whom the Pitot tube was named (1695-1771),[],,,N
pitt,pitt.n.01,noun.person,n,a British playwright who created the fictional character Sweeney Todd (1799-1855),[],,,N
pitt,pitt.n.02,noun.person,n,English statesman and son of Pitt the Elder (1759-1806),[],,,M
pitt,pitt.n.03,noun.person,n,English statesman who brought the Seven Years' War to an end (1708-1778),[],,,M
pitt_the_elder,pitt.n.03,noun.person,n,English statesman who brought the Seven Years' War to an end (1708-1778),[],,,M
pitt_the_younger,pitt.n.02,noun.person,n,English statesman and son of Pitt the Elder (1759-1806),[],,,M
pituitary_dwarf,pituitary_dwarf.n.01,noun.person,n,"a dwarf whose condition is caused by a deficiency of growth hormones, rather than by genetic factors (as in the case of the achondroplastic dwarf)",[],,,N
pius_ii,pius_ii.n.01,noun.person,n,Italian pope from 1458 to 1464 who is remembered for his unsuccessful attempt to lead a crusade against the Turks (1405-1464),[],,,N
pius_ix,pius_ix.n.01,noun.person,n,Italian pope from 1846 to 1878 who in 1854 declared the dogma of the Immaculate Conception of the Virgin Mary,[],,,N
pius_v,pius_v.n.01,noun.person,n,Italian pope from 1566 to 1572 who led the reformation of the Roman Catholic Church; he excommunicated Elizabeth I (1504-1572),[],,,N
pius_vi,pius_vi.n.01,noun.person,n,Italian pope from 1775 to 1799 who served during the French Revolution; Napoleon attacked the Papal States and in 1797 Pius VI was taken to France where he died (1717-1799),[],,,N
pius_vii,pius_vii.n.01,noun.person,n,Italian pope from 1800 to 1823 who was humiliated by Napoleon and taken prisoner in 1809; he concluded a concordat with Napoleon and crowned him emperor of France; he returned to Rome in 1814 (1740-1823),[],,,N
pius_x,pius_x.n.01,noun.person,n,pope who condemned religious modernism; he was canonized in 1954 because of his interest in the poor (1835-1914),[],,,N
pius_xi,pius_xi.n.01,noun.person,n,pope who signed a treaty with Mussolini recognizing the Vatican City as an independent state (1857-1939),[],,,N
pius_xii,pius_xii.n.01,noun.person,n,pope who maintained neutrality during World War II and was later criticized for not aiding the Jews who were persecuted by Hitler (1876-1958),[],,,N
piute,paiute.n.01,noun.person,n,a member of either of two Shoshonean peoples (northern Paiute and southern Paiute) related to the Aztecs and living in the southwestern United States,[],member,,N
pivot,pivot.n.01,noun.person,n,the person in a rank around whom the others wheel and maneuver,[],person,,N
pivot_man,pivot.n.01,noun.person,n,the person in a rank around whom the others wheel and maneuver,[],person,,N
pixie,elf.n.01,noun.person,n,(folklore) fairies that are somewhat mischievous,[],,,
pixy,elf.n.01,noun.person,n,(folklore) fairies that are somewhat mischievous,[],,,
pizarro,pizarro.n.01,noun.person,n,Spanish conquistador who conquered the Incas in what is now Peru and founded the city of Lima (1475-1541),[],,,N
place-kicker,place-kicker.n.01,noun.person,n,(football) a kicker who makes a place kick for a goal,[],,,
placeholder,proxy.n.01,noun.person,n,a person authorized to act for another,[],person,,N
placekicker,place-kicker.n.01,noun.person,n,(football) a kicker who makes a place kick for a goal,[],,,
placeman,placeman.n.01,noun.person,n,a disparaging term for an appointee,[],,,
placer_miner,placer_miner.n.01,noun.person,n,a miner who extracts minerals from a placer by washing or dredging,[],,,N
placeseeker,placeman.n.01,noun.person,n,a disparaging term for an appointee,[],,,
placido_domingo,domingo.n.01,noun.person,n,Spanish operatic tenor noted for performances in operas by Verdi and Puccini (born in 1941),[],,,M
plagiariser,plagiarist.n.01,noun.person,n,someone who uses another person's words or ideas as if they were his own,[],someone,,N
plagiarist,plagiarist.n.01,noun.person,n,someone who uses another person's words or ideas as if they were his own,[],someone,,N
plagiarizer,plagiarist.n.01,noun.person,n,someone who uses another person's words or ideas as if they were his own,[],someone,,N
plainclothesman,plainclothesman.n.01,noun.person,n,a detective who wears civilian clothes on duty,[],,,N
plains_indian,plains_indian.n.01,noun.person,n,a member of one of the tribes of American Indians who lived a nomadic life following the buffalo in the Great Plains of North America,[],member,,N
plainsman,plainsman.n.01,noun.person,n,an inhabitant of a plains region (especially the Great Plains of North America),[],,,N
plaintiff,plaintiff.n.01,noun.person,n,a person who brings an action in a court of law,[],person,,N
plaintiff_in_error,appellant.n.01,noun.person,n,the party who appeals a decision of a lower court,[],,,N
plaiter,plaiter.n.01,noun.person,n,someone who plaits (hair or fabric etc.),[],someone,,N
planck,planck.n.01,noun.person,n,German physicist whose explanation of blackbody radiation in the context of quantized energy emissions initiated quantum theory (1858-1947),[],,,N
planet,satellite.n.02,noun.person,n,a person who follows or serves another,[],person,,N
planner,planner.n.01,noun.person,n,a person who makes plans,[],person,,N
plant,plant.n.03,noun.person,n,an actor situated in the audience whose acting is rehearsed but seems spontaneous to the audience,[],,,
plant_scientist,botanist.n.01,noun.person,n,a biologist specializing in the study of plants,[],,,
plantation_owner,planter.n.01,noun.person,n,the owner or manager of a plantation,[],,,N
planter,planter.n.01,noun.person,n,the owner or manager of a plantation,[],,,N
planter,planter.n.02,noun.person,n,a worker who puts or sets seeds or seedlings into the ground,[],,,N
plantsman,horticulturist.n.01,noun.person,n,an expert in the science of cultivating plants (fruit or flowers or vegetables or ornamental plants),[],,,N
plaster_saint,plaster_saint.n.01,noun.person,n,a person (considered to be) without human failings,"[""he's no plaster saint""]",person,,N
plasterer,plasterer.n.01,noun.person,n,a worker skilled in applying plaster,[],,,N
plastic_surgeon,cosmetic_surgeon.n.01,noun.person,n,a surgeon who beautifies the body (especially the face),[],,,
platelayer,platelayer.n.01,noun.person,n,a workman who lays and repairs railroad tracks,[],,,
plater,plater.n.01,noun.person,n,a skilled worker who coats articles with a film of metal (usually silver or gold),[],,,N
plath,plath.n.01,noun.person,n,United States writer and poet (1932-1963),[],,,
platinum_blond,platinum_blond.n.01,noun.person,n,a blond whose hair is a pale silvery (often artificially colored) blond,[],,,N
platinum_blonde,platinum_blond.n.01,noun.person,n,a blond whose hair is a pale silvery (often artificially colored) blond,[],,,N
platitudinarian,platitudinarian.n.01,noun.person,n,a bore who makes excessive use of platitudes,[],,,N
plato,plato.n.01,noun.person,n,ancient Athenian philosopher; pupil of Socrates; teacher of Aristotle (428-347 BC),[],,,
platonist,platonist.n.01,noun.person,n,an advocate of Platonism,[],,,N
plautus,plautus.n.01,noun.person,n,comic dramatist of ancient Rome (253?-184 BC),[],,,N
play-actor,barnstormer.n.01,noun.person,n,an actor who travels around the country presenting plays,[],,,
playactor,barnstormer.n.01,noun.person,n,an actor who travels around the country presenting plays,[],,,
playboy,playboy.n.01,noun.person,n,a man devoted to the pursuit of pleasure,[],man,,M
player,player.n.01,noun.person,n,a person who participates in or is skilled at some game,[],person,,N
player,musician.n.01,noun.person,n,someone who plays a musical instrument (as a profession),[],someone,,N
player,actor.n.01,noun.person,n,a theatrical performer,[],,,N
player,player.n.04,noun.person,n,a person who pursues a number of different social and sexual partners simultaneously,[],person,,N
player,player.n.05,noun.person,n,an important participant (as in a business deal),['he was a major player in setting up the corporation'],,,N
playfellow,playmate.n.01,noun.person,n,a companion at play,[],,,N
playgoer,playgoer.n.01,noun.person,n,someone who attends the theater,[],someone,,N
playmaker,playmaker.n.01,noun.person,n,a player in a team sport who leads attacks or maneuvers in such a way that a teammate can score,[],,,N
playmate,playmate.n.01,noun.person,n,a companion at play,[],,,N
playwright,dramatist.n.01,noun.person,n,someone who writes plays,[],someone,,N
pleader,advocate.n.02,noun.person,n,a lawyer who pleads cases in court,[],,,N
pleaser,pleaser.n.01,noun.person,n,a pleasing entertainer,['he is quite the crowd pleaser'],,,N
pleasure_seeker,hedonist.n.01,noun.person,n,someone motivated by desires for sensual pleasures,[],someone,,N
pleb,plebeian.n.01,noun.person,n,one of the common people,[],one,,N
plebe,cadet.n.01,noun.person,n,a military trainee (as at a military academy),[],,,N
pledge,pledge.n.02,noun.person,n,someone accepted for membership but not yet fully admitted to the group,[],someone,,N
pledge_taker,pledge_taker.n.01,noun.person,n,a volunteer who records (usually by telephone) contributions pledged in a fund drive,[],,,N
pledgee,pledgee.n.01,noun.person,n,someone to whom a pledge is made or someone with whom something is deposited as a pledge,[],someone,,N
pledger,pledger.n.01,noun.person,n,someone who makes or gives a pledge,[],someone,,N
pleiades,pleiades.n.01,noun.person,n,(Greek mythology) 7 daughters of Atlas and half-sisters of the Hyades; placed among the stars to save them from the pursuit of Orion,[],,,
plenipotentiary,plenipotentiary.n.01,noun.person,n,a diplomat who is fully authorized to represent his or her government,[],,,
plier,plier.n.01,noun.person,n,someone who plies a trade,[],someone,,N
pliers,plier.n.01,noun.person,n,someone who plies a trade,[],someone,,N
pliny,pliny.n.01,noun.person,n,Roman writer and nephew of Pliny the Elder; author of books of letters that commented on affairs of the day (62-113),[],,,
pliny,pliny.n.02,noun.person,n,Roman author of an encyclopedic natural history; died while observing the eruption of Vesuvius (23-79),[],,,
pliny_the_elder,pliny.n.02,noun.person,n,Roman author of an encyclopedic natural history; died while observing the eruption of Vesuvius (23-79),[],,,
pliny_the_younger,pliny.n.01,noun.person,n,Roman writer and nephew of Pliny the Elder; author of books of letters that commented on affairs of the day (62-113),[],,,
plodder,trudger.n.01,noun.person,n,someone who walks in a laborious heavy-footed manner,[],someone,,N
plodder,plodder.n.02,noun.person,n,someone who works slowly and monotonously for long hours,[],someone,,N
plodder,plodder.n.03,noun.person,n,someone who moves slowly,['in England they call a slowpoke a slowcoach'],someone,,N
plotinus,plotinus.n.01,noun.person,n,Roman philosopher (born in Egypt) who was the leading representative of Neoplatonism (205-270),[],,,
plotter,schemer.n.01,noun.person,n,a planner who draws up a personal scheme of action,[],,,N
plotter,plotter.n.02,noun.person,n,a clerk who marks data on a chart,[],,,
